Text,Verse,Book  Chapter: Verse Number
Esau,Jacob,The First Book of Moses:  Called Genesis 27:6
Jacob,Rebekah,The First Book of Moses:  Called Genesis 27:6
Esau,Rebekah,The First Book of Moses:  Called Genesis 27:6
Behold,Jacob,The First Book of Moses:  Called Genesis 27:11
Behold,Esau,The First Book of Moses:  Called Genesis 27:11
Esau,Jacob,The First Book of Moses:  Called Genesis 27:11
Esau,Rebekah,The First Book of Moses:  Called Genesis 27:15
Jacob,Rebekah,The First Book of Moses:  Called Genesis 27:15
Esau,Jacob,The First Book of Moses:  Called Genesis 27:15
I,My,The First Book of Moses:  Called Genesis 27:18
Esau,Jacob,The First Book of Moses:  Called Genesis 27:19
Isaac,LORD,The First Book of Moses:  Called Genesis 27:20
How,Isaac,The First Book of Moses:  Called Genesis 27:20
How,LORD,The First Book of Moses:  Called Genesis 27:20
God,Isaac,The First Book of Moses:  Called Genesis 27:20
God,LORD,The First Book of Moses:  Called Genesis 27:20
God,How,The First Book of Moses:  Called Genesis 27:20
Esau,Jacob,The First Book of Moses:  Called Genesis 27:21
Esau,Isaac,The First Book of Moses:  Called Genesis 27:21
Isaac,Jacob,The First Book of Moses:  Called Genesis 27:21
Come,Esau,The First Book of Moses:  Called Genesis 27:21
Come,Isaac,The First Book of Moses:  Called Genesis 27:21
Come,Jacob,The First Book of Moses:  Called Genesis 27:21
Esau,Jacob's,The First Book of Moses:  Called Genesis 27:22
Esau,Isaac,The First Book of Moses:  Called Genesis 27:22
Isaac,Jacob's,The First Book of Moses:  Called Genesis 27:22
Isaac,Jacob,The First Book of Moses:  Called Genesis 27:22
Esau,Jacob,The First Book of Moses:  Called Genesis 27:22
Jacob,Jacob's,The First Book of Moses:  Called Genesis 27:22
Art,Esau,The First Book of Moses:  Called Genesis 27:24
Come,Isaac,The First Book of Moses:  Called Genesis 27:26
LORD,See,The First Book of Moses:  Called Genesis 27:27
Isaac,Jacob,The First Book of Moses:  Called Genesis 27:30
Esau,Isaac,The First Book of Moses:  Called Genesis 27:30
Esau,Jacob,The First Book of Moses:  Called Genesis 27:30
Isaac,Who,The First Book of Moses:  Called Genesis 27:32
Isaac,Who,The First Book of Moses:  Called Genesis 27:33
Bless,O,The First Book of Moses:  Called Genesis 27:34
Esau,O,The First Book of Moses:  Called Genesis 27:34
Bless,Esau,The First Book of Moses:  Called Genesis 27:34
Hast,Jacob,The First Book of Moses:  Called Genesis 27:36
Behold,Isaac,The First Book of Moses:  Called Genesis 27:37
Behold,Esau,The First Book of Moses:  Called Genesis 27:37
Esau,Isaac,The First Book of Moses:  Called Genesis 27:37
Hast,O,The First Book of Moses:  Called Genesis 27:38
Esau,Hast,The First Book of Moses:  Called Genesis 27:38
Esau,O,The First Book of Moses:  Called Genesis 27:38
Behold,Isaac,The First Book of Moses:  Called Genesis 27:39
Esau,Jacob,The First Book of Moses:  Called Genesis 27:41
Behold,Jacob,The First Book of Moses:  Called Genesis 27:42
Behold,Esau,The First Book of Moses:  Called Genesis 27:42
Behold,Rebekah,The First Book of Moses:  Called Genesis 27:42
Esau,Jacob,The First Book of Moses:  Called Genesis 27:42
Jacob,Rebekah,The First Book of Moses:  Called Genesis 27:42
Esau,Rebekah,The First Book of Moses:  Called Genesis 27:42
Jacob,Rebekah,The First Book of Moses:  Called Genesis 27:46
Heth,Jacob,The First Book of Moses:  Called Genesis 27:46
Isaac,Rebekah,The First Book of Moses:  Called Genesis 27:46
Isaac,Jacob,The First Book of Moses:  Called Genesis 27:46
Heth,Isaac,The First Book of Moses:  Called Genesis 27:46
Heth,Rebekah,The First Book of Moses:  Called Genesis 27:46
Jacob,Thou,The First Book of Moses:  Called Genesis 28:1
Isaac,Thou,The First Book of Moses:  Called Genesis 28:1
Canaan,Isaac,The First Book of Moses:  Called Genesis 28:1
Canaan,Thou,The First Book of Moses:  Called Genesis 28:1
Isaac,Jacob,The First Book of Moses:  Called Genesis 28:1
Canaan,Jacob,The First Book of Moses:  Called Genesis 28:1
Arise,Bethuel,The First Book of Moses:  Called Genesis 28:2
Arise,Padanaram,The First Book of Moses:  Called Genesis 28:2
Laban,Padanaram,The First Book of Moses:  Called Genesis 28:2
Bethuel,Padanaram,The First Book of Moses:  Called Genesis 28:2
Bethuel,Laban,The First Book of Moses:  Called Genesis 28:2
Arise,Laban,The First Book of Moses:  Called Genesis 28:2
Almighty,God,The First Book of Moses:  Called Genesis 28:3
Abraham,God,The First Book of Moses:  Called Genesis 28:4
Esau's,Padanaram,The First Book of Moses:  Called Genesis 28:5
Isaac,Jacob's,The First Book of Moses:  Called Genesis 28:5
Jacob,Laban,The First Book of Moses:  Called Genesis 28:5
Isaac,Rebekah,The First Book of Moses:  Called Genesis 28:5
Jacob,Padanaram,The First Book of Moses:  Called Genesis 28:5
Jacob's,Rebekah,The First Book of Moses:  Called Genesis 28:5
Jacob's,Padanaram,The First Book of Moses:  Called Genesis 28:5
Esau's,Jacob's,The First Book of Moses:  Called Genesis 28:5
Esau's,Jacob,The First Book of Moses:  Called Genesis 28:5
Bethuel,Isaac,The First Book of Moses:  Called Genesis 28:5
Esau's,Rebekah,The First Book of Moses:  Called Genesis 28:5
Padanaram,Syrian,The First Book of Moses:  Called Genesis 28:5
Padanaram,Rebekah,The First Book of Moses:  Called Genesis 28:5
Bethuel,Rebekah,The First Book of Moses:  Called Genesis 28:5
Jacob,Jacob's,The First Book of Moses:  Called Genesis 28:5
Isaac,Jacob,The First Book of Moses:  Called Genesis 28:5
Bethuel,Laban,The First Book of Moses:  Called Genesis 28:5
Esau's,Isaac,The First Book of Moses:  Called Genesis 28:5
Bethuel,Jacob's,The First Book of Moses:  Called Genesis 28:5
Jacob,Syrian,The First Book of Moses:  Called Genesis 28:5
Laban,Padanaram,The First Book of Moses:  Called Genesis 28:5
Bethuel,Syrian,The First Book of Moses:  Called Genesis 28:5
Esau's,Syrian,The First Book of Moses:  Called Genesis 28:5
Rebekah,Syrian,The First Book of Moses:  Called Genesis 28:5
Esau's,Laban,The First Book of Moses:  Called Genesis 28:5
Isaac,Padanaram,The First Book of Moses:  Called Genesis 28:5
Jacob's,Syrian,The First Book of Moses:  Called Genesis 28:5
Bethuel,Esau's,The First Book of Moses:  Called Genesis 28:5
Isaac,Syrian,The First Book of Moses:  Called Genesis 28:5
Isaac,Laban,The First Book of Moses:  Called Genesis 28:5
Jacob,Rebekah,The First Book of Moses:  Called Genesis 28:5
Bethuel,Jacob,The First Book of Moses:  Called Genesis 28:5
Jacob's,Laban,The First Book of Moses:  Called Genesis 28:5
Laban,Rebekah,The First Book of Moses:  Called Genesis 28:5
Laban,Syrian,The First Book of Moses:  Called Genesis 28:5
Bethuel,Padanaram,The First Book of Moses:  Called Genesis 28:5
Padanaram,Thou,The First Book of Moses:  Called Genesis 28:6
Isaac,Thou,The First Book of Moses:  Called Genesis 28:6
Canaan,Isaac,The First Book of Moses:  Called Genesis 28:6
Esau,Isaac,The First Book of Moses:  Called Genesis 28:6
Canaan,Thou,The First Book of Moses:  Called Genesis 28:6
Canaan,Padanaram,The First Book of Moses:  Called Genesis 28:6
Esau,Jacob,The First Book of Moses:  Called Genesis 28:6
Esau,Padanaram,The First Book of Moses:  Called Genesis 28:6
Jacob,Thou,The First Book of Moses:  Called Genesis 28:6
Isaac,Jacob,The First Book of Moses:  Called Genesis 28:6
Jacob,Padanaram,The First Book of Moses:  Called Genesis 28:6
Canaan,Esau,The First Book of Moses:  Called Genesis 28:6
Canaan,Jacob,The First Book of Moses:  Called Genesis 28:6
Esau,Thou,The First Book of Moses:  Called Genesis 28:6
Isaac,Padanaram,The First Book of Moses:  Called Genesis 28:6
Canaan,Esau,The First Book of Moses:  Called Genesis 28:8
Canaan,Isaac,The First Book of Moses:  Called Genesis 28:8
Esau,Isaac,The First Book of Moses:  Called Genesis 28:8
Esau,Nebajoth,The First Book of Moses:  Called Genesis 28:9
Abraham's,Mahalath,The First Book of Moses:  Called Genesis 28:9
Esau,Ishmael,The First Book of Moses:  Called Genesis 28:9
Mahalath,Nebajoth,The First Book of Moses:  Called Genesis 28:9
Abraham's,Ishmael,The First Book of Moses:  Called Genesis 28:9
Ishmael,Mahalath,The First Book of Moses:  Called Genesis 28:9
Ishmael,Nebajoth,The First Book of Moses:  Called Genesis 28:9
Abraham's,Nebajoth,The First Book of Moses:  Called Genesis 28:9
Abraham's,Esau,The First Book of Moses:  Called Genesis 28:9
Esau,Mahalath,The First Book of Moses:  Called Genesis 28:9
Beersheba,Jacob,The First Book of Moses:  Called Genesis 28:10
Beersheba,Haran,The First Book of Moses:  Called Genesis 28:10
Haran,Jacob,The First Book of Moses:  Called Genesis 28:10
Abraham,And,The First Book of Moses:  Called Genesis 28:13
And,Isaac,The First Book of Moses:  Called Genesis 28:13
And,LORD,The First Book of Moses:  Called Genesis 28:13
Abraham,LORD,The First Book of Moses:  Called Genesis 28:13
Isaac,LORD,The First Book of Moses:  Called Genesis 28:13
Abraham,Isaac,The First Book of Moses:  Called Genesis 28:13
And,God,The First Book of Moses:  Called Genesis 28:13
God,Isaac,The First Book of Moses:  Called Genesis 28:13
Abraham,God,The First Book of Moses:  Called Genesis 28:13
God,LORD,The First Book of Moses:  Called Genesis 28:13
Jacob,LORD,The First Book of Moses:  Called Genesis 28:16
God,How,The First Book of Moses:  Called Genesis 28:17
Bethel,Luz,The First Book of Moses:  Called Genesis 28:19
God,Jacob,The First Book of Moses:  Called Genesis 28:20
God,LORD,The First Book of Moses:  Called Genesis 28:21
Haran,My,The First Book of Moses:  Called Genesis 29:4
Haran,Jacob,The First Book of Moses:  Called Genesis 29:4
Jacob,My,The First Book of Moses:  Called Genesis 29:4
Know,Laban,The First Book of Moses:  Called Genesis 29:5
Laban,Nahor,The First Book of Moses:  Called Genesis 29:5
Know,Nahor,The First Book of Moses:  Called Genesis 29:5
Jacob,Laban,The First Book of Moses:  Called Genesis 29:10
Jacob,Rachel,The First Book of Moses:  Called Genesis 29:10
Laban,Rachel,The First Book of Moses:  Called Genesis 29:10
Jacob,Rachel,The First Book of Moses:  Called Genesis 29:11
Jacob,Rebekah's,The First Book of Moses:  Called Genesis 29:12
Jacob,Rachel,The First Book of Moses:  Called Genesis 29:12
Rachel,Rebekah's,The First Book of Moses:  Called Genesis 29:12
Jacob,Laban,The First Book of Moses:  Called Genesis 29:13
Jacob,Laban,The First Book of Moses:  Called Genesis 29:15
Laban,Leah,The First Book of Moses:  Called Genesis 29:16
Laban,Rachel,The First Book of Moses:  Called Genesis 29:16
Leah,Rachel,The First Book of Moses:  Called Genesis 29:16
Leah,Rachel,The First Book of Moses:  Called Genesis 29:17
Jacob,Rachel,The First Book of Moses:  Called Genesis 29:18
Jacob,Rachel,The First Book of Moses:  Called Genesis 29:20
Jacob,Laban,The First Book of Moses:  Called Genesis 29:21
Give,Jacob,The First Book of Moses:  Called Genesis 29:21
Give,Laban,The First Book of Moses:  Called Genesis 29:21
Laban,Leah,The First Book of Moses:  Called Genesis 29:24
Leah,Zilpah,The First Book of Moses:  Called Genesis 29:24
Laban,Zilpah,The First Book of Moses:  Called Genesis 29:24
Laban,Leah,The First Book of Moses:  Called Genesis 29:25
Laban,Rachel,The First Book of Moses:  Called Genesis 29:25
Leah,Rachel,The First Book of Moses:  Called Genesis 29:25
Bilhah,Laban,The First Book of Moses:  Called Genesis 29:29
Leah,Rachel,The First Book of Moses:  Called Genesis 29:30
LORD,Leah,The First Book of Moses:  Called Genesis 29:31
LORD,Rachel,The First Book of Moses:  Called Genesis 29:31
Leah,Rachel,The First Book of Moses:  Called Genesis 29:31
LORD,Leah,The First Book of Moses:  Called Genesis 29:32
LORD,Reuben,The First Book of Moses:  Called Genesis 29:32
Leah,Reuben,The First Book of Moses:  Called Genesis 29:32
LORD,Simeon,The First Book of Moses:  Called Genesis 29:33
Judah,LORD,The First Book of Moses:  Called Genesis 29:35
Give,Rachel,The First Book of Moses:  Called Genesis 30:1
Jacob,Rachel,The First Book of Moses:  Called Genesis 30:1
Give,Jacob,The First Book of Moses:  Called Genesis 30:1
God's,Rachel,The First Book of Moses:  Called Genesis 30:2
Am,Jacob's,The First Book of Moses:  Called Genesis 30:2
Am,Rachel,The First Book of Moses:  Called Genesis 30:2
Am,God's,The First Book of Moses:  Called Genesis 30:2
God's,Jacob's,The First Book of Moses:  Called Genesis 30:2
Jacob's,Rachel,The First Book of Moses:  Called Genesis 30:2
Behold,Bilhah,The First Book of Moses:  Called Genesis 30:3
Bilhah,Jacob,The First Book of Moses:  Called Genesis 30:4
Bilhah,Jacob,The First Book of Moses:  Called Genesis 30:5
God,Rachel,The First Book of Moses:  Called Genesis 30:6
Dan,Rachel,The First Book of Moses:  Called Genesis 30:6
Dan,God,The First Book of Moses:  Called Genesis 30:6
Bilhah,Rachel's,The First Book of Moses:  Called Genesis 30:7
Jacob,Rachel's,The First Book of Moses:  Called Genesis 30:7
Bilhah,Jacob,The First Book of Moses:  Called Genesis 30:7
Naphtali,Rachel,The First Book of Moses:  Called Genesis 30:8
Leah,Zilpah,The First Book of Moses:  Called Genesis 30:9
Jacob,Zilpah,The First Book of Moses:  Called Genesis 30:10
Leah's,Zilpah,The First Book of Moses:  Called Genesis 30:10
Jacob,Leah's,The First Book of Moses:  Called Genesis 30:10
Gad,Leah,The First Book of Moses:  Called Genesis 30:11
Jacob,Zilpah,The First Book of Moses:  Called Genesis 30:12
Leah's,Zilpah,The First Book of Moses:  Called Genesis 30:12
Jacob,Leah's,The First Book of Moses:  Called Genesis 30:12
Happy,I,The First Book of Moses:  Called Genesis 30:13
Asher,Leah,The First Book of Moses:  Called Genesis 30:13
Asher,Happy,The First Book of Moses:  Called Genesis 30:13
Asher,I,The First Book of Moses:  Called Genesis 30:13
I,Leah,The First Book of Moses:  Called Genesis 30:13
Happy,Leah,The First Book of Moses:  Called Genesis 30:13
Leah,Rachel,The First Book of Moses:  Called Genesis 30:14
Leah,Reuben,The First Book of Moses:  Called Genesis 30:14
Give,Reuben,The First Book of Moses:  Called Genesis 30:14
Give,Leah,The First Book of Moses:  Called Genesis 30:14
Give,Rachel,The First Book of Moses:  Called Genesis 30:14
Rachel,Reuben,The First Book of Moses:  Called Genesis 30:14
Leah,Thou,The First Book of Moses:  Called Genesis 30:16
Jacob,Thou,The First Book of Moses:  Called Genesis 30:16
Jacob,Leah,The First Book of Moses:  Called Genesis 30:16
God,Leah,The First Book of Moses:  Called Genesis 30:17
God,Jacob,The First Book of Moses:  Called Genesis 30:17
Jacob,Leah,The First Book of Moses:  Called Genesis 30:17
God,Leah,The First Book of Moses:  Called Genesis 30:18
Issachar,Leah,The First Book of Moses:  Called Genesis 30:18
God,Issachar,The First Book of Moses:  Called Genesis 30:18
Jacob,Leah,The First Book of Moses:  Called Genesis 30:19
God,Leah,The First Book of Moses:  Called Genesis 30:20
Leah,Zebulun,The First Book of Moses:  Called Genesis 30:20
God,Zebulun,The First Book of Moses:  Called Genesis 30:20
God,Rachel,The First Book of Moses:  Called Genesis 30:22
Joseph,LORD,The First Book of Moses:  Called Genesis 30:24
Jacob,Joseph,The First Book of Moses:  Called Genesis 30:25
Laban,Rachel,The First Book of Moses:  Called Genesis 30:25
Joseph,Send,The First Book of Moses:  Called Genesis 30:25
Jacob,Laban,The First Book of Moses:  Called Genesis 30:25
Jacob,Send,The First Book of Moses:  Called Genesis 30:25
Joseph,Laban,The First Book of Moses:  Called Genesis 30:25
Laban,Send,The First Book of Moses:  Called Genesis 30:25
Rachel,Send,The First Book of Moses:  Called Genesis 30:25
Jacob,Rachel,The First Book of Moses:  Called Genesis 30:25
Joseph,Rachel,The First Book of Moses:  Called Genesis 30:25
LORD,Laban,The First Book of Moses:  Called Genesis 30:27
Jacob,Thou,The First Book of Moses:  Called Genesis 30:31
Behold,Laban,The First Book of Moses:  Called Genesis 30:34
Jacob,Laban's,The First Book of Moses:  Called Genesis 30:36
Jacob,Laban,The First Book of Moses:  Called Genesis 30:40
Laban,Laban's,The First Book of Moses:  Called Genesis 30:40
Jacob,Laban's,The First Book of Moses:  Called Genesis 30:40
Jacob's,Laban's,The First Book of Moses:  Called Genesis 30:42
Jacob,Laban's,The First Book of Moses:  Called Genesis 31:1
Jacob,Laban,The First Book of Moses:  Called Genesis 31:2
Jacob,LORD,The First Book of Moses:  Called Genesis 31:3
LORD,Return,The First Book of Moses:  Called Genesis 31:3
Jacob,Return,The First Book of Moses:  Called Genesis 31:3
Jacob,Rachel,The First Book of Moses:  Called Genesis 31:4
Leah,Rachel,The First Book of Moses:  Called Genesis 31:4
Jacob,Leah,The First Book of Moses:  Called Genesis 31:4
God,Jacob,The First Book of Moses:  Called Genesis 31:11
I,Jacob,The First Book of Moses:  Called Genesis 31:11
God,I,The First Book of Moses:  Called Genesis 31:11
Laban,Lift,The First Book of Moses:  Called Genesis 31:12
Bethel,God,The First Book of Moses:  Called Genesis 31:13
Leah,Rachel,The First Book of Moses:  Called Genesis 31:14
Isaac,Padanaram,The First Book of Moses:  Called Genesis 31:18
Canaan,Padanaram,The First Book of Moses:  Called Genesis 31:18
Canaan,Isaac,The First Book of Moses:  Called Genesis 31:18
Laban,Rachel,The First Book of Moses:  Called Genesis 31:19
Jacob,Syrian,The First Book of Moses:  Called Genesis 31:20
Jacob,Laban,The First Book of Moses:  Called Genesis 31:22
God,Jacob,The First Book of Moses:  Called Genesis 31:24
Jacob,Laban,The First Book of Moses:  Called Genesis 31:25
Gilead,Laban,The First Book of Moses:  Called Genesis 31:25
Gilead,Jacob,The First Book of Moses:  Called Genesis 31:25
Jacob,Laban,The First Book of Moses:  Called Genesis 31:26
God,Jacob,The First Book of Moses:  Called Genesis 31:29
Jacob,Laban,The First Book of Moses:  Called Genesis 31:31
Jacob,Peradventure,The First Book of Moses:  Called Genesis 31:31
Laban,Peradventure,The First Book of Moses:  Called Genesis 31:31
Jacob,Rachel,The First Book of Moses:  Called Genesis 31:32
