Verse Number, Verse Text
7,Him too who threatens us without offence of ours the evilminded arrogant rapacious man- Him turn thou from our path away Brhaspati: give us fair access to this banquet of the Gods. 
8,Thee as protector of our bodies we invoke thee saviour as the comforter who loveth us. 
9,Through thee kind -prosperer O Brahmanaspati may we obtain the wealth of Men which all desire: And all our enemies who near or far away prevail against us crush and leave them destitute. 
10,With thee as our own rich and liberal ally may we Brhaspati gain highest power of life. 
1,1 Strong never yielding hastening to the battle-cry consumer of the foe victorious in the strife 
12,Whoso with mind ungodly seeks to do us harm who deeming him a man of might mid lords would slay- 
13,The mover mid the spoil the winner of all wealth to be invoked in fight and reverently adored Brhaspati hath overthrown like cars of war all wicked enemies who fain would injure us. 
14,Burn up the demons with thy fiercest flaming brand those who have scorned thee in thy manifested mi ght. 
15,Brhaspati that which the foe deserves not which shines among the folk effectual splendid 
16,Give us not up to those who foes in ambuscade are greedy for the wealth of him who sits at ease 
17,Lor Tvastar he who knows each sacred song brought thee to life preeminent o'er all the things that be 
1,8 The mountain for thy glory cleft itself apart when Angiras ! thou openedst the stall of kine. 
19,0 Brahmanaspati be thou controller of this our hymn and prosper thou our children. 
1.,BE pleased with this our offering thou who art the Lord; we will adore thee with this new and mighty song. 
2,He who with might bowed down the things that should be bowed and in his fury rent the holds of Samb ara: 
3,That was a great deed for the Godliest of the Gods: strong things were loosened and the firmly fixed gav e 
4,The well with mouth of stone that poured a flood of meath which Brahmapaspati hath opened with his might- 
5,Ancient will be those creatures whatsoe'er they be; with moons with autumns doors unclose themselve s to 
6,They who with much endeavour searching round obtained the Panis' noblest treasure hidden in the cave 
7,The pious ones when they had seen the falsehoods turned them back the sages stood again upon the loft 
8,With his swift bow strung truly Brahmanaspati reaches the mark whate'er it be that he desires. 
9,He brings together and he parts the great High Priest; extolled is he in battle Brahmapaspati. 
10,First and preeminent excelling all besides are the kind gifts of liberal Brhaspati. 
1,1 Thou who in every way supreme in earthly power rejoicing by thy mighty strength hast waxen great 
12,From you twain Maghavans all truth proceedeth: even the waters break not your commandment. Come to us Brahmanaspati and Indra to our oblation Iiie yoked steeds to fodder. 
13,The sacrificial flames most swiftly hear the call: the priest of the assembly gaineth wealth for hymns. Hating the stern remitting at his will the debt strong in the shock of fight is Brahmanaspati. 
14,The wrath of Brahmanaspati according to his will had full effect when he would do a mighty deed. 
15,0 Brahmanaspati may we be evermore masters of wealth well-guided full of vital strength. Heroes on heroes send abundantly to us when thou omnipotent through prayer seekest my call. 
16,0 Brahmanaspati be thou controller of this our hymn and prosper thou our children. 
1.,HE lighting up the flame shall conquer enemies: strong shall he be who offers prayer and brings his gift 
2,With heroes he shall overcome his hero foes and spread his wealth by kine wise by himself is be. 
3,He mighty like a raving river's billowy flood as a bull conquers oxen overcomes with strength. 
4,For him the floods of heaven flow never failing down: first with the heroes he goes forth to war for kine 
5,All roaring rivers pour their waters down for him and many a flawless shelter hath been granted him. Blest with the happiness of Gods he prospers well whomever Brahmanaspati takes for his friend. 
1,. THE righteous singer shall o'ercome his enemies and he who serves the Gods subdue the godless man. The zealous man shall vanquish the invincible the worshipper share the food of him who worships not. 
2,Worship thou hero chase the arrogant afar: put on auspicious courage for the fight with foes. 
3,He with his folk his house his family his sons gains booty for himself and with the heroes wealth.believing 
4,Whoso hath honoured him with offerings rich in oil him Brahmanaspati leads forward on his way Saves him from sorrow frees him from his enemy and is his wonderful deliverer from woe. 
1.,THESE hymns that drop down fatness with the ladle I ever offer tothe Kings Adityas. 
2,With one accord may Aryaman and Mitra and Varuna this day accept this praise-song- Adityas bright and pure as streams of water free from all guile and falsehood blameless perfect. 
3,These Gods Adityas vast profound and faithful with many eyes fain to deceive the wicked 
4,Upholding that which moves and that which moves not Adityas Gods protectors of all being. Provident guarding well the world of spirits true to eternal Law the debt-exactors. 
5,May I Adityas share m this your favour which Aryaman brings profit e'en in danger. 
6,Smooth is your path O Aryaman and Mitra; excellent is it Varuna and thornless. 
7,Mother of Kings may Aditi transport us by fair paths Aryaman beyond all hatred. 
8,With their support they stay three earths three heavens; three are their functions in the Gods' assembly. Mighty through Law Adityas is your greatness; fair is it Aryaman Varuna and Mitra. 
9,Golden and splendid pure like streams of water they hold aloft the three bright heavenly regions. 
10,Thou over all O Varuna art Sovran be they Gods Asura! or be they mortals. 
1,1 Neither the right nor left do I distinguish neither the cast nor yet the west Adityas. 
12,He who bears gifts unto the Kings true Leaders he whom their everlasting blessings prosper 
13,Pure faithful very strong with heroes round him he dwells beside the waters rich with pasture. 
14,Aditi Mitra Varuna forgive us however we have erred and sinned against you. 
15,For him the Twain united pour their fulness the rain from heaven: he thrives most highly favoured. He goes to war mastering both the mansions: to him both portions of the world are gracious. 
16,Your guiles ye Holy Ones to quell oppressors your snares spread out against the foe Adityas 
17,Mayl not live O Varuna to witness my wealthy liberal dear friend's destitution. 
1.,THIS laud of the self-radiant wise Aditya shah be supreme o'er ah that is in greatness. 
1,beg renown of Varuna the Mighty the God exceeding kind to him who worships. 
2,Having extolled thee. Varuna with thoughtful care may we have high fortune in thy service Sinffing thy praises like the fires at coming day after day of mornings rich in cattle. 
3,May we be in thy keeping O thou Leader wide-ruling Varuna Lord of many heroes. 
4,He made them flow the Aditya the Sustainer: the rivers run by Varuna's commandment. 
5,Loose me from sin as from a bond that binds me: may we swell Varuna thy spring of Order. 
6,Far from me Varuna remove all danger accept me graciously thou Holy Sovran. 
7,Strike us not Varuna with those dread weapons which Asura at thy bidding wound the sinner. Let us not pass away from light to exile. Scatter that we may live the men who hate us 
8,O mighty Varuna now and hereafter even as of old will we speak forth our worship. 
9,Move far from me what sins I have committed: let me not suffer King for guilt of others. 
10,O King whoever be he friend or kinsman hath threatened me affrighted in my slumber- If any wolf or robber fain would harm us therefrom O Varuna give thou us protection. 1 1M ay I not live O Varuna to witness my wealthy liberal dear friend's destitution. King may I n ever lack well-ordered riches. Loud may we speak with heroes in assembly. 
1.,UPHOLDERS of the Law ye strong Adityas remove my sin like her who bears in secret. 
2,Ye Gods are providence and ye are power: remove ye utterly all those who hate us. 
